,RPneg_BATCirc_391,RPneg_BATCirc_403,RPneg_BATCirc_453,RPneg_BATCirc_395,RPneg_BATCirc_405,RPneg_BATCirc_415,RPneg_BATCirc_463,RPneg_BATCirc_431,RPneg_BATCirc_435,RPneg_BATCirc_439,RPneg_BATCirc_411,RPneg_BATCirc_425,RPneg_BATCirc_445,RPneg_BATCirc_383,RPneg_BATCirc_407,RPneg_BATCirc_417,RPneg_BATCirc_381,RPneg_BATCirc_393,RPneg_BATCirc_419,RPneg_BATCirc_459,RPneg_BATCirc_413,RPneg_BATCirc_447,RPneg_BATCirc_avg,RPneg_BATCirc_427,RPneg_BATCirc_433,RPneg_BATCirc_437
p_966/289.9709mz/1.73min,1.48885642,0.21059535,1.82754028,0.43500395,0.54750173,1.40960722,2.34782448,-1.33240307,0.40474671,0.1807712,0.35519488,0.01679444,0.10060544,-0.37659478,-0.39653529,-0.34189969,-0.59826211,0.67177254,-0.62081248,-0.34022758,-0.91376621,-1.68206759,-1.69556821,-0.64191532,-0.34615526,-0.71060704
p_637/238.0725mz/1.25min N-Benzoylaspartic acid,0.0978632,-1.7708297,0.2137941,0.1973504,0.6821923,-0.2310886,-0.9436068,-0.2921641,-0.5290811,0.2406563,0.1992002,0.1833617,-2.0982247,1.6771368,1.2856328,1.3495403,1.7868911,1.0995608,-0.4071087,1.2783284,-0.6877681,-0.7704849,-0.7294744,-0.7694883,-0.201031,-0.8611579
p_86/537.0976mz/4.25min,0.150684514,-0.5087594,-0.153024929,2.420727815,-0.457980751,-0.056005887,-0.01859424,-1.40328285,-1.779005708,0.944453009,2.091438131,1.99393455,-0.786735443,0.115983824,-0.280688977,-0.976721405,-0.111127225,-0.567321933,0.188694907,0.009136052,-0.741874771,-0.592238603,-0.802159938,0.30088111,0.67709944,0.342488708
p_528/681.2080mz/4.82min cis-Miyabenol C,-0.029652806,-0.216365916,-0.481739653,-0.130829389,-0.919254457,-0.058411596,-1.485113751,0.918774902,0.058840681,0.947287856,-0.167150421,0.02328026,-0.815370363,-0.731325642,0.281495052,-1.066617711,-0.91142608,3.255947058,-1.274072819,-0.759818794,1.473795597,0.415648948,1.016251251,0.669594489,0.009836594,-0.02360329
p_548/193.1070mz/1.72min 1;9-Nonanedithiol,1.33852254,1.12518465,1.41386113,-0.7920613,1.36895609,1.02963591,1.39269965,-0.16398269,0.93958249,-0.08083249,-0.53065169,-1.31541555,-0.80759017,-0.0331021,-0.5885372,-0.62022459,0.09270241,-1.62907234,1.189734,-0.36827514,-1.64591658,0.20732122,-0.56846089,-1.57492834,0.60006827,0.02078273
p_926/344.3940mz/4.33min,0.8459149,-0.3409584,0.3578519,1.6057777,0.6882144,1.0801131,0.4898439,-0.3093475,-1.3736449,-0.2407535,-1.4850564,-2.1203799,-0.1227901,0.5327143,-0.0365896,-0.1932005,0.2441179,1.1837242,1.0329696,0.5307138,-0.5269305,-1.3568779,-1.3826632,1.2550295,-1.1845699,0.826777
p_61/562.5552mz/4.48min,-3.256982154,-0.496496284,1.031042462,0.336885722,0.251320587,1.34700724,0.773601502,0.885128427,0.557543355,-0.436904876,0.524722118,0.346107818,0.747286685,-0.484455052,0.001710374,0.436186635,0.190142371,-1.412528634,0.085678343,-0.110983258,-2.117073878,1.034013441,-0.385678508,0.0981491,0.210523633,-0.155947167
p_600/509.0974mz/4.33min,1.306352586,0.543808899,-0.002246053,1.795716027,0.962853139,1.438510747,0.160767951,0.776553037,-0.674783107,1.047914771,0.169415321,0.235891535,0.755305458,-1.210074873,0.312400717,0.233890313,-0.697657793,0.001351552,-0.125073592,-1.810297173,-1.098236536,0.196842608,-0.449674633,-1.501183815,-0.174656091,-2.193690992
p_682/594.0112mz/4.49min,-1.6926681,-1.1959106,1.5568705,-1.1494372,-0.2993587,0.7736421,1.4570764,0.2416379,0.2227058,-1.4340361,0.4586157,-1.1111147,0.5382682,-0.1896977,0.3017939,0.8317611,0.1580362,-0.9591791,0.6013161,0.266983,-2.2151034,1.3798013,-0.256514,0.9196483,0.3120335,0.4828295
p_145/332.2786mz/8.60min,0.29098505,-0.009921299,1.391876524,1.607700015,-0.324902386,1.438339304,0.326343902,-1.00640377,0.133003585,0.020141993,-0.062714697,-1.471354997,-0.984257261,-0.948318081,-1.049394003,-0.029776182,-0.011897865,-0.98303533,-0.049353383,0.171503505,1.563485013,1.534814807,1.502027272,-0.879880831,-0.467533153,-1.701477729
p_482/516.3051mz/8.52min LysoPC1846Z;9Z;12Z;15Z,-0.30497602,0.02226614,0.1416889,0.17960424,-0.09458681,-0.41323523,-0.05275704,-0.25042738,-1.22005834,-0.22807532,-2.03166705,-0.49092408,-2.70734762,0.94963345,1.44160105,0.84596832,-0.73073771,0.6272464,0.23387889,0.57692821,2.17383717,-0.21176342,1.1849447,0.42720448,-0.032552,-0.03569391
p_126/348.2147mz/1.12min,0.353557,-0.1463777,0.8146435,1.210076,-0.1566384,1.4358161,0.9976714,-1.0622734,-0.7205435,-0.9444553,1.3397907,1.0262848,1.0759205,-0.2163429,-0.3180376,-1.709132,0.5616098,0.192544,0.1615785,-0.2519198,-1.1343046,-1.847705,-1.4685515,0.9234818,0.9087675,-1.02546
p_478/575.1225mz/2.12min Rubroskyrin,-0.16252907,1.18026508,-1.07303755,0.02131946,0.6481485,-0.44697151,-0.99620715,-0.75387869,-1.18383374,-1.06364492,-1.36307693,-1.386203,-0.03981958,-0.92238857,1.29745043,1.79308961,1.01853092,0.40886252,-1.18915808,0.74992986,1.01331075,1.23301099,1.09618244,0.93471778,-0.56503802,-0.24903153
p_87/296.0645mz/0.90min 5-Aminoimidazole ribonucleotide,1.164719084,-0.0994541,0.186507146,1.241807482,-1.366578816,-0.190561708,1.400424444,3.126255269,1.349759799,0.466629805,0.441833827,-0.87840225,0.000467195,-0.679373654,-0.454260673,-0.175756376,-0.551024445,-0.088960677,-0.249842262,-0.48878882,-0.943725009,0.029387214,-0.453109357,-0.590072658,-0.752696118,-1.445184342
p_231/386.2884mz/7.32min 3-Hydroxy-cis-5-tetradecenoylcarnitine,3.58826839,0.48378962,0.37778928,-0.17958423,0.64069209,-1.41618087,1.37403576,0.2979267,-0.3672328,0.49683485,-0.84039266,0.10365484,-0.08256103,-0.07797774,0.18147116,0.20109875,1.04535209,-0.96056745,-0.26104576,-1.16254005,-0.16243784,-1.1456673,-0.60791246,-0.29780319,-0.88838724,-0.34062289
p_656/90.0553mz/4.31min beta-Alanine,-1.9912248,-0.1210643,-0.4950453,-2.8987557,-1.2770384,-0.3641867,-0.3780874,0.8922517,1.2525915,1.6174521,-0.4745207,0.5686038,0.6612534,-0.4157535,-0.3665253,0.2719947,0.2712266,1.2154759,-0.1003656,0.5348936,1.0947288,0.3426341,0.6990594,-0.2562427,-0.5662338,0.2828788
p_1075/465.9936mz/1.00min,0.74488565,-0.04964646,1.69837104,1.01146956,1.36588545,1.69688189,2.26611393,0.24113666,0.38607488,0.30440045,0.78329136,-0.569618,-0.47148532,-0.13939959,-0.49323825,-0.89132787,-0.20452937,-1.35435333,-1.0885203,-0.39924085,-0.57081909,-0.74601729,-0.65989409,-1.57728312,-1.02118521,-0.26195272
p_222/170.0315mz/0.96min,0.35583084,-0.5662217,0.16488122,0.53476022,1.89051615,-0.08774803,-0.14906565,-1.20552478,0.02607464,-2.32495168,-1.96243387,-1.41849121,-0.12078274,1.04699688,0.18137526,-0.57597318,1.6247961,1.2585386,0.71681868,-0.70252445,0.32421029,0.17829202,0.1836272,0.88999467,-0.45479309,0.19179762
p_173/709.7894mz/4.80min,-0.36827228,-0.81630077,-1.37425657,-1.85276945,-1.00508666,-0.53412293,-2.11176911,0.30018292,-0.33825148,0.39765191,0.2701518,0.88339581,-0.08669255,0.44513069,0.64234894,-0.39691713,0.2089362,1.0121568,0.48709876,0.04948509,2.24635642,-0.97822439,1.44689269,0.63093845,1.1184366,-0.27649979
p_45/123.1452mz/1.31min,0.8144388,0.8947334,0.7483383,0.7477282,1.1304801,0.3799424,0.7428078,-0.8383578,1.0170438,1.2578002,0.7826289,0.9416771,1.0721732,0.2805896,-0.7548422,-0.7516256,-1.1897228,-1.9468479,-1.5593731,-2.0164795,-0.5442539,-0.4379209,-0.5032587,0.195892,0.3473369,-0.8109281
p_691/388.6866mz/4.48min,-1.61205719,-0.97172378,1.08144653,0.19534364,-0.77616437,1.26372901,1.15038983,0.75928197,0.21895751,-0.65922994,0.16556238,-0.86046671,0.93125867,-0.01868922,0.24881717,0.97341505,0.68721203,-0.12560128,0.76485022,0.17156391,-2.67782702,1.02312003,-0.64644253,0.84048474,-0.66627685,-1.46095379
p_1100/119.0360mz/1.86min,-1.2522964,-0.93867343,0.25168111,-1.05476682,-0.20614568,-0.57087074,0.95609231,-0.58765224,-1.30786155,-0.00857099,0.16582742,2.54861784,2.24656609,1.07337854,0.04317774,0.3251963,0.28830837,-1.27837948,0.22132271,0.68373623,-0.74616192,-1.05477592,-0.88292634,0.64710208,0.28674414,0.15133063
p_11/496.3395mz/9.05min LysoPC160,1.2035822,1.1140956,0.8387076,0.2332228,0.6238745,0.9851243,1.102624,-1.1399221,0.1332956,0.2835798,-0.7169843,-1.4673407,-0.368697,-0.4869147,-0.4645999,-0.1669848,0.9862163,-1.1529567,-0.5583352,-0.3925065,1.4597951,0.8103918,1.1714411,-1.934349,-1.8933292,-0.2030308
p_166/118.1740mz/1.19min,-0.04536262,1.37607187,0.05566864,-1.36552472,0.24843947,-1.67907163,-0.70806992,0.83177318,-0.19996783,0.55160479,-0.8983403,-0.3513237,-1.66299598,1.18453221,1.34811796,0.86689681,0.21163146,0.4728032,-0.64103644,-0.04570822,0.60839764,1.60948597,1.11786239,-0.48765173,-1.95574522,-0.44248727
p_856/144.1007mz/4.43min Proline betaine,-1.04599641,-0.11413457,-0.73961552,1.55757502,-0.60686027,-1.20105909,1.01700685,-1.56859301,1.88469954,-0.17651989,1.51829533,0.41557654,1.67480102,-0.65335816,-1.01283616,-0.36907249,-1.36113685,-0.03354854,-0.73666872,-0.57034369,0.39990799,-0.05369755,0.14838212,0.30773513,-0.14255118,1.46201256
p_513/681.0653mz/4.82min,-0.050814521,-0.237702915,-0.503325781,-0.152086087,-0.929754537,-0.07960031,-1.507641833,0.892404344,0.096100118,1.053309751,-0.188441217,0.002168238,-0.771960902,-0.904031195,0.270195978,-1.029843576,-0.874776779,3.237869817,-1.092272434,-0.781665979,1.51750651,0.400321568,1.040999898,0.649089217,-0.011288049,-0.044759326
p_80/454.3867mz/8.68min,2.66896446,1.16980301,0.74113877,0.20545782,1.00918479,0.19420605,1.86264628,0.1523374,-1.06268151,0.17067181,-0.97680298,-1.43996992,-0.02773569,-0.46063277,-0.90207973,-1.26331455,1.2563991,0.03365955,-0.86081777,-0.81668923,-0.22365083,-0.85733105,-0.50399245,0.18402357,0.35661367,-0.6094078
p_449/468.3078mz/8.33min LysoPC140/00,1.57720408,1.90519797,-0.11384738,-2.23108689,-0.78015988,0.39951824,0.66904216,-0.44383233,-1.37417244,-0.90267077,0.93511695,1.99988417,0.09154426,-0.41496885,-0.20490546,-0.27646992,-0.8839998,0.46501606,-0.12413284,-0.16256874,0.45566248,-1.56697333,-0.41968099,0.29448762,0.66520757,0.44158805
p_999/136.0611mz/1.86min Adenine,0.512788348,0.151026482,-0.102618803,-0.129453952,-0.000952941,0.314774026,-0.006632796,0.327231456,-0.317441013,0.138482532,0.970816168,2.271218128,2.352667276,-0.912240835,-1.11800009,-0.907275698,-0.178816643,-0.174694533,-1.526166546,-0.781285806,-0.153939782,-1.729747356,-0.896383653,1.007849792,1.335332198,-0.446535961
p_553/993.9022mz/4.80min,0.08144158,-0.16558294,-0.29240007,0.16931804,-0.24960276,-0.27288674,-0.58466351,-0.6222095,-0.41982567,-0.45544398,-0.68815468,0.06368536,-1.12045008,-0.51550815,-0.17967083,-0.38653667,-0.73816911,0.12165547,-0.4328425,-0.92634823,1.9710559,3.4586866,1.94479297,-0.25078817,0.28862923,0.20181845
p_303/354.0760mz/4.34min,0.55029773,1.09525384,0.30307291,0.72622098,0.98893535,1.17244825,0.78523955,0.20898518,0.53038011,-0.26639876,-0.54822473,0.52562463,-0.12870481,0.31512611,-0.99341246,-0.50849511,0.25038946,-3.56224377,-0.20173463,1.30740315,-1.08275523,0.29401075,-1.18044075,-0.05933036,-0.63561319,0.11396578
p_419/115.0394mz/4.33min Norfuraneol,0.9968145,0.9684171,0.2435044,1.050925,1.0438611,0.6778914,0.7369546,1.6137209,1.204801,1.15853,0.2978069,0.3068089,0.8347695,-1.2739365,-1.1659268,-1.792397,-1.6952437,-1.1495751,-0.3115405,-0.4821177,-0.8354079,-0.1936311,-0.5062649,-0.2209645,-1.3186561,-0.1891437
p_423/599.0890mz/2.12min,-1.1469034,-0.3557312,-1.4851011,-0.1511793,-0.2324563,-0.1957194,-1.0715083,-1.4340905,-1.9244114,-1.7111143,-0.2426654,-0.2691604,-0.3165333,-0.2404775,0.4527546,0.7010061,1.0010091,0.6760596,0.4127925,1.6134606,1.0646861,0.965056,0.9936546,1.0991638,0.5068452,1.2905636
p_618/680.9233mz/4.82min,0.60412716,0.06323199,-0.35888138,0.64481466,-1.31711757,-0.08922829,-0.90598611,1.41728573,0.20629492,1.49662044,-0.22924785,0.4538097,-1.1307617,-1.01075268,0.42217993,-1.22530764,-1.3210655,0.10305301,-1.66626259,-0.20906486,2.18945259,0.65658742,1.5210994,-0.40503552,-0.55105622,0.64121095
p_1030/192.1043mz/5.05min,-1.330218851,-0.549838416,-0.225420698,1.424180855,-0.558080983,1.060431496,-0.348121497,-0.447723472,-0.332159916,-0.090791363,1.957186036,2.105571713,1.697395986,-0.456761749,-1.086623204,-0.756442033,-0.424814695,-1.519717422,-0.008522666,-0.192023895,-0.230132829,-0.289900065,-0.23115197,0.106354616,1.562193509,-0.834868487
p_665/310.9740mz/0.90min,-1.79217722,-0.73677363,1.40497935,0.1695127,-1.84570654,0.45052621,0.77024946,-0.37837286,-1.63245336,-0.94850162,-1.00486152,-1.36672382,0.23939072,1.08656488,-0.02443077,1.16949981,0.57654492,1.3223453,1.1963029,1.1154702,-0.04135167,-0.23146345,-0.20723794,0.94867263,-0.29969659,0.05969191
p_837/131.0521mz/1.47min 2-Methylthiomethyl-2-butenal,-0.88722858,-0.16954767,0.9757577,-2.51697553,0.46337751,0.95981849,0.52872875,-0.08104912,-0.06671038,-0.18945805,0.0649584,1.17599632,-0.65448803,0.57276626,-0.96042807,0.59611772,1.34469462,-1.00736916,0.20371302,-0.82689646,-1.56059856,0.49625246,-0.4925151,-0.26654111,-0.04069372,2.33831829
p_628/327.0783mz/1.70min,0.545845971,0.562516377,1.592332961,1.907092744,0.376025731,1.189821889,1.144013779,0.028889511,0.178319624,0.133271876,0.160042492,-0.874974002,-1.06404003,0.851062402,0.309955026,-0.22019986,0.291083932,-0.870386635,0.061857256,0.002356552,-2.135879405,-0.816584307,-2.18025833,-1.007502837,-0.651346023,0.486683305
p_566/751.4030mz/4.49min,0.05566306,-1.73942963,0.17726205,0.12909925,-1.13397096,1.24554946,-0.66193719,0.49487552,0.33800421,-1.30744514,0.86848022,1.0409798,2.05677955,-1.20114696,-0.30864952,-0.35523989,-1.27637626,-0.12225845,0.16399232,-1.48010533,-0.27695939,1.49884894,1.48133242,0.12532272,0.5596034,-0.3722742
p_745/381.2589mz/8.62min Bisnorcholic acid,-2.8507774,-0.5661692,-0.5328881,0.9424305,-0.4764449,-0.9227226,-1.1046309,0.9166487,0.3166972,0.9904823,0.656876,-1.3070241,1.1045802,0.663561,-1.4227956,0.2609713,-0.5498017,-0.2012112,0.6235144,0.5704101,-0.5612025,1.5994693,0.6579433,-0.1335507,0.5997473,0.7258873
p_260/588.1082mz/1.53min,-0.57820749,1.80811027,0.4728941,1.04012698,-0.2800366,0.97469947,-0.69121331,0.47046452,-0.02634894,1.23095061,1.33466463,0.89716222,2.41359751,0.13987647,-0.54646853,-1.38232633,-0.13863894,-1.09029326,-0.38472147,-0.57521627,-0.86182676,-1.08184276,-0.88617044,-0.95661348,-0.82148612,-0.48113608
p_422/432.1529mz/2.11min,-2.59422425,-0.29112987,0.22217562,0.67728303,-0.06328142,-0.08369528,0.12527993,0.26974691,0.1810593,0.17776652,1.33246319,1.15515087,0.8528609,-1.53708605,-1.28667357,-2.05463137,0.67845172,-0.37447828,0.41067642,1.07430444,-0.44479948,0.04454016,-0.2198663,0.94891986,1.41081952,-0.61163252
p_692/349.7180mz/4.33min,1.3758568,0.14937521,-0.1279472,1.64815606,1.15495318,1.36705982,1.13710206,0.35248465,-1.22023627,0.41633124,-0.57032305,-0.74906042,0.54122778,-1.07377346,0.6330469,0.2789252,-0.58060836,1.5072607,-1.79853714,0.04580588,-1.90209783,-0.15035974,-0.99335109,-0.23168233,-0.61910315,-0.59050543
p_72/372.3091mz/7.93min Tetradecanoylcarnitine,2.49224114,1.20271038,0.60065449,0.72433848,0.78072834,0.61434724,1.6276989,-0.21782969,-0.02594287,-1.605475,-0.71784889,-0.60279873,-0.17951766,-0.59372277,-0.59772286,-0.8419982,1.15703164,-1.52179941,-0.6519086,-0.5044926,0.57945627,-0.12280935,0.28077115,-0.14973403,-1.7544537,0.02807635
p_848/285.1678mz/1.27min Alpha-dihydroartemisinin,-0.4400339,0.7595655,-0.6911346,-1.305644,-1.3264067,-0.3963909,1.0854943,-1.7508257,-1.3723695,-1.1575468,0.1681808,0.3940469,0.8499831,1.0527333,0.4387707,1.7537736,0.9634826,1.1163547,0.7530007,0.9960227,-1.1738073,0.4968237,0.4831984,-1.001681,-0.869338,0.1737474
p_118/243.0867mz/6.23min Genipinic acid,0.626894229,1.430467456,1.034378514,1.506821879,-0.002610977,1.194406327,0.195801776,-0.14492244,0.621690903,-0.008887386,1.12250793,1.317789012,0.568292018,-0.040948969,-0.166144672,-1.561224276,-0.851826839,-1.54707102,-0.157184303,-0.193816514,-1.919721057,-1.029489927,-1.46639955,-1.09692065,0.529113391,0.039005144
p_761/326.0556mz/1.50min,-1.91296788,-1.27326577,0.62905741,-0.52290823,-0.62230905,0.84247665,0.6245277,-0.50776101,-0.82839988,-1.4791886,-0.510839,-1.74816258,-1.09181988,0.96262458,0.69601824,1.36643884,1.24707461,1.92976704,0.94337327,0.50327802,-0.03047146,0.18524584,0.02359189,0.0481336,0.41253061,0.11395504
p_294/576.1106mz/4.10min,-0.10650236,-1.21713246,-1.40178379,1.74004061,-0.24637009,0.35925313,-1.05747855,-0.20528899,1.2424818,0.05175958,-0.11038886,-2.05982332,-1.24525068,0.83832213,0.34483751,0.1333966,0.79604979,-0.24474597,0.98404162,0.45398847,1.61335299,-0.0982073,1.56780078,-0.8887583,-1.10705822,-0.13653612
p_89/480.3076mz/9.14min LysoPE00/18111Z,1.24352954,1.35306926,1.12089295,-0.04015997,0.51092259,1.15482788,1.06226493,-1.95466486,-0.93452363,-0.20636157,-1.50699845,-0.10527995,-1.43023229,-0.7553747,-1.0758959,-0.03501649,0.3625547,-0.46612965,-0.84971313,-0.85254037,1.45232174,0.75024405,1.1328402,0.45468901,0.44537305,-0.83063894
p_576/309.0103mz/6.12min S-5-Diphosphomevalonic acid,0.09241763,0.37452782,-0.38570949,-1.24454479,-0.36948,-0.20464094,-0.11835922,-1.68000585,0.75943405,-0.78647353,0.20180399,2.02572298,-0.68133311,-1.58630996,-0.31408926,-0.0412902,-1.00558683,-0.51792202,0.26541781,0.44871849,-0.30108308,0.31543492,-0.35596901,0.87637642,2.36461021,1.86833295
p_362/192.0315mz/1.13min,-1.53393461,-1.76159102,-1.21910498,-0.19763296,-1.27637356,0.01963129,-1.17698787,-1.09537367,-0.86982023,-1.3652071,0.13163171,-0.04209233,-0.03199424,0.37683283,0.05195398,0.1746739,0.50074941,1.03830931,0.9866094,1.14650182,1.31666547,0.23795691,0.87751436,1.61865189,1.01408836,1.07834193
p_121/182.1881mz/1.64min,1.64971734,1.027174095,-0.694202161,-0.27471498,1.65268122,-1.040693149,-0.906712263,0.261497442,-1.039203077,0.066821603,-0.944243485,-1.583685122,-2.371190137,1.497592759,1.366712439,0.653478761,0.460465131,-0.003127463,0.573122117,-0.021599934,0.550966394,-0.086293066,0.209422334,-0.165055597,-0.563932354,-0.274998847
p_614/590.0109mz/4.48min,-0.7139956,-2.10235917,0.7559856,-0.4868613,-1.01549282,1.6820498,-0.07044426,0.18623489,-0.23899229,-1.50184979,-0.38293629,-0.58045393,1.83273335,-0.30296022,0.33328989,0.8152395,-0.77520067,0.40482379,-0.16545627,-0.65409492,-0.67103351,1.81941383,1.79315944,0.32120639,-0.1388656,-0.14313984
p_662/584.2043mz/4.65min,0.22345224,-0.10583782,0.35100547,-0.75562909,0.45791194,-1.17407116,0.80671785,-1.2614384,0.29977443,0.07342406,-0.11131588,2.02630998,1.34753748,0.22253411,-1.34071708,-1.08346539,-0.56755047,-0.13970686,0.05227779,-0.46718542,-0.30002895,1.98790345,1.97109239,-0.76193486,-0.25872219,-1.49233762
p_631/352.0353mz/6.12min,-0.55115566,-0.01803796,-0.01535979,0.13867595,-0.16227176,-0.31266821,0.29236017,-2.24300219,0.65286659,-1.01131606,-0.19036848,2.17476285,-0.88814695,1.22475686,-1.96801626,0.02406466,-1.27699392,-0.30566363,0.09665865,0.0878634,0.0958029,0.69731977,0.27636023,0.5579358,0.60729964,2.0162734
p_353/173.0800mz/4.43min 2-Octenedioic acid,0.249777342,0.504700027,0.334991605,1.13217427,0.350554139,0.813920896,-0.053893055,-3.849364325,-0.691504886,-0.186696541,1.260124328,0.778487538,0.409023783,-0.00059276,-0.733446631,-0.873831519,0.069492499,-0.26587812,0.176590703,0.644063418,-0.943339272,-0.27767371,-0.618392081,0.225472787,0.330169146,1.21507042
p_447/402.0194mz/1.21min,0.67155072,-0.009322868,-1.990184006,-0.932409776,-2.068604274,-0.114564947,-0.182232724,0.631048811,0.583948476,0.178660504,0.268170036,-1.120840696,0.986851757,-0.356540742,-0.365981612,0.373533644,-0.947674368,-0.179333923,0.288341015,-0.209448757,1.360242612,2.294655192,1.788445625,-0.145539285,-0.721190976,-0.081579439
p_100/268.2327mz/1.86min,-0.2456582,0.1977406,-0.1914376,0.4462322,-1.0884082,0.6072971,-0.3217734,0.5329515,-0.1416223,0.4203709,0.9764977,2.3325858,2.2904562,-0.8591845,-0.8928057,-0.9112315,-0.2110579,-0.3991097,-1.6256038,-0.953505,0.182535,-1.3611313,-0.5060066,0.9381222,1.2391691,-0.4554226
p_440/159.0263mz/1.35min,-1.170581754,-0.556036887,-0.724736901,0.13254166,-0.863246411,-0.107850556,-0.742439853,-1.919845176,-1.537814096,-2.017221762,-0.314806866,0.004414924,0.825450162,-0.406686388,1.754981704,0.945093982,0.645417076,0.810826146,0.204630952,1.178835075,0.629048493,-0.176777108,0.226967166,1.279761991,0.994033913,0.906040513
p_736/212.0064mz/1.38min,-0.73622583,-0.93037028,0.35875578,-0.75665198,-1.28739739,-0.32404771,0.75414241,-0.75712873,0.02451055,-0.37473855,0.29516695,-0.82709197,-0.69563922,0.16733564,-0.49327815,-0.13967731,0.19375128,1.72808651,2.64931094,0.55108954,-1.49006197,-0.53516673,-1.00903357,1.20814818,1.09970929,1.32650232
p_15/426.3561mz/8.39min Oleoylcarnitine,1.793647378,1.387618337,0.702923405,0.337668196,0.837606366,0.721635783,1.315853444,-1.201622843,-0.075277845,-0.58124989,-1.264627888,-0.94959665,-0.68408937,-0.03367278,-0.075922213,-0.002966158,1.112844908,-1.052878388,-0.409812123,-0.184535212,0.903042463,0.573397215,0.739849816,-2.005407305,-1.805556503,-0.098872144
p_79/991.6716mz/9.05min,1.74515872,1.13061615,-0.15520798,-1.28110526,-0.53982316,0.37455213,0.73136965,-0.24548022,-1.61470175,-1.34200546,0.12906305,0.40097002,-0.48102229,-0.104209,-0.11245778,-0.19032078,0.41569751,0.38866171,0.01420413,-0.24992408,1.85026265,-0.03718514,1.21655717,0.24440538,0.45883341,-2.74690881
p_75/542.3209mz/8.72min LysoPC2055Z;8Z;11Z;14Z;17Z,0.608712,0.8869818,1.0551509,0.2979426,0.6906897,1.0213039,0.8114017,0.2781314,0.1008554,0.2663714,0.1262302,-2.7363592,-1.379737,-0.4414258,0.2211213,0.3070138,0.5796587,-1.6062652,-0.4307625,0.206963,1.0228166,0.6000813,0.8113268,-2.080029,-0.2343253,-0.9838487
p_831/582.5275mz/4.49min,-0.62484362,-0.94838996,1.44136729,-1.08648808,-1.11473711,0.68904931,1.01955428,-0.11923118,0.98168922,-0.99867823,0.31822115,-1.41443558,0.95328416,0.0763053,-0.16884032,1.00562489,-0.30062654,-0.12799147,0.08717719,0.09986627,-0.81627343,1.57818417,1.53555136,0.42494186,-2.41627835,-0.07400256
p_920/472.0426mz/1.04min,-1.41753408,0.61974474,-1.26071657,-0.93089031,0.54796246,1.9838475,0.51921451,0.87535183,-0.45817638,-0.33370199,0.5064412,-1.38580305,0.47980873,0.08104495,-0.71027372,0.33073164,-0.94916036,2.00471822,0.38313558,1.86903911,-1.54334918,0.0329415,-0.53176331,-0.53385284,-0.04889031,-0.12986988
